Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_005714.LAB	2/11/2025	09:57:45.157	19.725589	20.180981	0.446759	-0.006738	-0.006444	0.003438	13.718866	13.491243	0.346847	238.489437	237.946411	0.986386	0.035860	0.026904	0.011981	1.980045	1.989897	0.006538	418.954072	415.789703	19.697250	0.872322	0.904129	0.039619	0.185790	0.149776	0.068074	0.006398	-0.023677	0.032525	1.947248	1.561831	0.649773	190.923004	190.887756	0.014237	1.002598	1.002598	0.000000	19.725589	20.180981	0.446759	238.489437	237.946411	0.986386	2.853630	2.851937	0.001154	4.076290	4.085367	0.006393	86.550079	86.899719	0.409592	4.775898	4.891011	0.093736	-3.283516	-3.285989	0.007378	0.000000	0.000000	0.000000	576.782471	576.788330	0.004444	0.002611	0.002619	0.000045	1421.231689	1740.982178	525.308838	0.660399	0.661547	0.000884
FTIR_005715.LAB	2/11/2025	09:57:57.987	20.522938	20.218975	0.433171	-0.006435	-0.006443	0.003216	13.447722	13.486408	0.324770	238.639986	238.023468	0.951204	0.009396	0.024959	0.012635	1.989008	1.989798	0.006123	413.146942	415.496063	18.446136	0.779761	0.890311	0.055606	-0.009498	0.132079	0.082907	-0.085091	-0.030501	0.036670	2.756560	1.694579	0.726655	190.952667	190.894958	0.025403	1.002598	1.002598	0.000000	20.522938	20.218975	0.433171	238.639986	238.023468	0.951204	2.854022	2.852169	0.001284	4.073373	4.084034	0.007194	87.109497	86.923027	0.389468	4.886684	4.890531	0.087694	-3.281319	-3.285470	0.007074	0.000000	0.000000	0.000000	576.779846	576.787354	0.005028	0.002601	0.002617	0.000043	1478.548706	1711.822876	499.107300	0.659366	0.661305	0.001101
FTIR_005716.LAB	2/11/2025	09:58:10.822	20.207171	20.217794	0.408415	-0.008042	-0.006603	0.003074	14.257447	13.563512	0.391415	237.026377	237.923752	0.950618	0.023810	0.024844	0.011918	1.986312	1.989450	0.005877	432.857528	417.232239	18.237196	0.912507	0.892530	0.052894	0.218031	0.140674	0.082756	0.003294	-0.027122	0.036187	2.337923	1.758913	0.714665	190.953735	190.900848	0.030312	1.002598	1.002599	0.000000	20.207171	20.217794	0.408415	237.026377	237.923752	0.950618	2.854757	2.852427	0.001461	4.071136	4.082745	0.007914	86.749870	86.905716	0.371254	4.810519	4.882529	0.086464	-3.274725	-3.284396	0.007485	0.000000	0.000000	0.000000	576.775879	576.786255	0.005976	0.002603	0.002616	0.000040	1619.452393	1702.585937	471.468567	0.659763	0.661151	0.001147
FTIR_005717.LAB	2/11/2025	09:58:23.663	19.520639	20.092154	0.410504	-0.005091	-0.007047	0.002355	13.776176	13.629770	0.361748	238.398475	238.169678	0.651108	0.015769	0.024217	0.012243	1.996549	1.990338	0.006238	408.110260	413.258850	14.838428	0.868231	0.892826	0.052732	0.229449	0.160640	0.076911	-0.057731	-0.025904	0.034764	2.591076	1.829152	0.761799	191.016251	190.914200	0.046517	1.002598	1.002599	0.000000	19.520639	20.092154	0.410504	238.398475	238.169678	0.651108	2.855172	2.852879	0.001549	4.067860	4.080085	0.008009	86.989624	86.881737	0.355433	4.820905	4.866604	0.080975	-3.287912	-3.284835	0.007557	0.000000	0.000000	0.000000	576.776672	576.784302	0.005458	0.002546	0.002604	0.000043	1334.188965	1570.738281	343.151154	0.659036	0.660796	0.001202
FTIR_005718.LAB	2/11/2025	09:58:36.491	20.237946	20.098825	0.412469	-0.007124	-0.006832	0.002224	13.502849	13.693095	0.252963	240.169946	238.432831	0.864461	-0.002572	0.022410	0.014750	1.994622	1.991105	0.006246	399.823865	412.619690	15.305825	0.927043	0.896727	0.053771	0.080740	0.150128	0.080194	-0.025019	-0.022755	0.033068	1.947525	1.818044	0.758886	191.035324	190.929459	0.058523	1.002598	1.002599	0.000000	20.237946	20.098825	0.412469	240.169946	238.432831	0.864461	2.855818	2.853391	0.001592	4.065276	4.077437	0.008100	87.229378	86.921692	0.371063	4.848601	4.861757	0.080398	-3.274725	-3.283736	0.008187	0.000000	0.000000	0.000000	576.775879	576.782898	0.005698	0.002550	0.002601	0.000046	1965.388306	1617.187866	363.481476	0.658850	0.660404	0.001124
FTIR_005719.LAB	2/11/2025	09:58:49.328	20.325419	20.165979	0.385782	-0.003914	-0.006679	0.002377	13.364241	13.652593	0.271181	238.885243	238.572586	0.805665	0.015484	0.021366	0.014843	1.993187	1.990289	0.005206	400.140457	409.012573	13.239137	0.939605	0.897530	0.054406	0.172963	0.154961	0.079943	-0.096505	-0.032653	0.038965	2.835517	1.863321	0.808223	191.035324	190.944717	0.064566	1.002598	1.002599	0.000000	20.325419	20.165979	0.385782	238.885243	238.572586	0.805665	2.856283	2.853900	0.001624	4.062468	4.074724	0.008116	86.629997	86.945663	0.339294	4.907456	4.846524	0.045615	-3.285714	-3.282418	0.006323	0.000000	0.000000	0.000000	576.772217	576.780945	0.005760	0.002575	0.002590	0.000038	1495.671265	1639.173584	346.805298	0.658222	0.660020	0.001149
FTIR_005720.LAB	2/11/2025	09:59:02.169	19.803447	20.095055	0.380111	-0.009432	-0.006689	0.002390	13.463655	13.618757	0.271575	240.033884	238.656540	0.914119	0.019918	0.018361	0.010937	1.991581	1.989781	0.004741	430.772667	410.996582	14.936625	0.894181	0.896616	0.054374	0.088071	0.151125	0.082348	-0.002116	-0.028643	0.039923	2.054948	1.966048	0.753651	191.035324	190.959961	0.066296	1.002598	1.002599	0.000000	19.803447	20.095055	0.380111	240.033884	238.656540	0.914119	2.856878	2.854447	0.001614	4.059706	4.072039	0.008208	87.109497	86.937675	0.333812	4.921304	4.858295	0.048408	-3.283516	-3.281978	0.006046	0.000000	0.000000	0.000000	576.770813	576.779175	0.005661	0.002538	0.002576	0.000026	1474.864624	1579.473633	313.865082	0.658257	0.659679	0.001112
FTIR_005721.LAB	2/11/2025	09:59:14.998	19.984188	20.046127	0.356765	-0.009116	-0.006614	0.002290	13.736790	13.614917	0.269380	238.596882	238.700607	0.897802	0.026362	0.017752	0.010210	1.989843	1.989650	0.004717	429.144575	411.922516	15.810295	0.988372	0.903597	0.061517	0.154517	0.141330	0.074395	-0.100013	-0.039620	0.043153	1.595519	2.082014	0.555101	191.035324	190.975220	0.064063	1.002598	1.002599	0.000000	19.984188	20.046127	0.356765	238.596882	238.700607	0.897802	2.857239	2.854983	0.001555	4.056914	4.069317	0.008265	86.669952	86.873741	0.315450	4.838215	4.857256	0.048750	-3.285714	-3.281978	0.006046	0.000000	0.000000	0.000000	576.769714	576.777344	0.005615	0.002557	0.002573	0.000026	1796.286865	1601.315186	321.253876	0.657953	0.659347	0.001078
FTIR_005722.LAB	2/11/2025	09:59:27.834	19.848917	19.983398	0.326615	-0.009794	-0.006793	0.002473	13.836474	13.651614	0.272349	239.170115	238.804687	0.884451	0.017516	0.017889	0.010195	1.986670	1.989531	0.004782	427.246277	416.051208	13.498755	0.963568	0.912825	0.063035	0.241115	0.146479	0.079702	-0.042096	-0.044213	0.040368	2.006882	2.116919	0.536115	191.035324	190.990479	0.057408	1.002598	1.002599	0.000000	19.848917	19.983398	0.326615	239.170115	238.804687	0.884451	2.857393	2.855445	0.001512	4.053941	4.066573	0.008370	86.270370	86.861755	0.337381	4.848601	4.857256	0.048750	-3.292308	-3.282198	0.006403	0.000000	0.000000	0.000000	576.766907	576.775513	0.005644	0.002623	0.002578	0.000030	1403.930786	1624.491699	294.062866	0.657569	0.658995	0.001019
FTIR_005723.LAB	2/11/2025	09:59:40.675	20.360769	20.053701	0.324382	-0.007628	-0.007331	0.001890	13.808667	13.691289	0.262264	240.295239	238.970551	0.997698	0.003542	0.016509	0.011165	1.995822	1.990364	0.005102	391.113372	415.131012	14.928595	0.964306	0.910990	0.061011	0.125269	0.148645	0.078695	-0.102165	-0.050104	0.044318	1.605476	2.167867	0.444734	191.035324	191.005737	0.044382	1.002598	1.002599	0.000000	20.360769	20.053701	0.324382	240.295239	238.970551	0.997698	2.857846	2.855904	0.001470	4.050983	4.063795	0.008482	86.749870	86.805809	0.299141	4.741278	4.839946	0.056352	-3.272527	-3.282198	0.006403	0.000000	0.000000	0.000000	576.766174	576.773621	0.005398	0.002464	0.002567	0.000047	1266.897339	1525.645996	213.551559	0.656823	0.658624	0.001071
FTIR_005724.LAB	2/11/2025	09:59:53.503	20.382726	20.119415	0.317005	-0.012341	-0.007892	0.002444	13.768261	13.696228	0.263304	239.013792	239.022995	0.983277	0.016103	0.014533	0.008873	1.992879	1.991647	0.003616	424.408227	415.676422	15.181285	0.945347	0.918292	0.060234	0.033956	0.133461	0.085117	-0.114929	-0.062237	0.043735	0.904289	2.063571	0.598078	191.035324	191.016983	0.034144	1.002598	1.002599	0.000000	20.382726	20.119415	0.317005	239.013792	239.022995	0.983277	2.858389	2.856380	0.001421	4.048170	4.060983	0.008541	86.310333	86.781837	0.329936	4.924767	4.854833	0.057209	-3.283516	-3.282198	0.006403	0.000000	0.000000	0.000000	576.764099	576.771851	0.005187	0.002586	0.002564	0.000045	1449.282715	1528.451172	212.207626	0.656901	0.658274	0.000995
FTIR_005725.LAB	2/11/2025	10:00:06.340	20.063650	20.073486	0.283551	-0.007099	-0.007958	0.002409	13.897274	13.741183	0.254387	240.184373	239.177460	1.036291	0.004997	0.014093	0.009256	1.988862	1.991633	0.003628	457.843779	420.146088	20.127787	0.989451	0.939261	0.039621	-0.044013	0.130010	0.091981	-0.118588	-0.065587	0.046851	1.847761	1.972692	0.548030	191.035324	191.025238	0.025835	1.002598	1.002599	0.000000	20.063650	20.073486	0.283551	240.184373	239.177460	1.036291	2.859058	2.856884	0.001385	4.045400	4.058185	0.008612	86.590042	86.729889	0.313079	4.827829	4.848947	0.056593	-3.261539	-3.280220	0.009165	0.000000	0.000000	0.000000	576.763855	576.770203	0.004894	0.002488	0.002553	0.000049	1822.307007	1562.826904	230.297562	0.656131	0.657951	0.001119
FTIR_005726.LAB	2/11/2025	10:00:19.181	20.267028	20.079472	0.287294	-0.004453	-0.007599	0.002650	14.109626	13.726400	0.223470	236.767032	239.151520	1.097543	0.009052	0.012617	0.008695	1.986058	1.991607	0.003670	437.817046	420.642029	20.532829	0.929803	0.940991	0.038690	0.210321	0.129239	0.091190	0.020941	-0.063822	0.049963	0.842657	1.823165	0.634475	191.035324	191.033401	0.006032	1.002598	1.002599	0.000000	20.267028	20.079472	0.287294	236.767032	239.151520	1.097543	2.859613	2.857369	0.001407	4.042547	4.055326	0.008581	87.189415	86.773842	0.345383	4.931690	4.861064	0.060301	-3.259341	-3.278682	0.011245	0.000000	0.000000	0.000000	576.761597	576.768738	0.005138	0.002452	0.002538	0.000055	1918.535156	1592.735352	256.408844	0.655828	0.657557	0.001103
FTIR_005727.LAB	2/11/2025	10:00:32.008	20.367428	20.164150	0.221550	-0.006648	-0.007755	0.002529	13.780905	13.726875	0.223592	239.089058	239.220551	1.066175	0.009979	0.012038	0.008654	1.996935	1.991646	0.003729	431.528383	422.983826	20.278612	0.926009	0.946768	0.029943	0.222886	0.128582	0.090409	-0.072662	-0.065315	0.049984	2.058346	1.769892	0.583121	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.367428	20.164150	0.221550	239.089058	239.220551	1.066175	2.859950	2.857847	0.001390	4.039870	4.052527	0.008603	86.909706	86.765854	0.340729	4.834753	4.862449	0.059429	-3.257143	-3.275604	0.012570	0.000000	0.000000	0.000000	576.759277	576.767029	0.005118	0.002516	0.002535	0.000055	1720.263306	1631.342773	241.803726	0.655388	0.657192	0.001161
FTIR_005728.LAB	2/11/2025	10:00:44.846	20.355092	20.175867	0.228862	-0.003404	-0.007383	0.002881	13.575161	13.734106	0.216602	238.704490	239.074020	1.020935	0.015334	0.013829	0.006987	1.990969	1.991281	0.003581	440.776044	427.079041	19.187572	1.001979	0.954262	0.033610	0.295969	0.150105	0.102557	0.013080	-0.061505	0.054632	2.178784	1.793018	0.595405	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.355092	20.175867	0.228862	238.704490	239.074020	1.020935	2.860201	2.858285	0.001370	4.037004	4.049700	0.008593	86.749870	86.717903	0.299495	4.855525	4.863142	0.059290	-3.252747	-3.273407	0.014512	0.000000	0.000000	0.000000	576.755310	576.765015	0.005307	0.002485	0.002528	0.000057	1557.230591	1590.526978	211.730515	0.655479	0.656855	0.001115
FTIR_005729.LAB	2/11/2025	10:00:57.687	20.786742	20.221998	0.298314	-0.006904	-0.007682	0.002625	13.251997	13.722882	0.239587	238.574025	239.042892	1.032012	0.018404	0.014121	0.007124	1.997522	1.991714	0.004067	439.358395	431.000885	16.946821	0.876837	0.947985	0.041570	0.053204	0.138130	0.106507	-0.013704	-0.053225	0.055012	3.090933	1.818559	0.648230	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.786742	20.221998	0.298314	238.574025	239.042892	1.032012	2.860623	2.858719	0.001352	4.034388	4.046892	0.008545	86.789833	86.733894	0.298546	4.952463	4.867642	0.064506	-3.263736	-3.271209	0.014099	0.000000	0.000000	0.000000	576.754883	576.763306	0.005513	0.002444	0.002515	0.000060	1755.580322	1616.517822	214.724106	0.654966	0.656529	0.001146
FTIR_005730.LAB	2/11/2025	10:01:10.514	20.151062	20.256762	0.262188	-0.008834	-0.007622	0.002587	13.345886	13.711105	0.256073	240.448199	239.084320	1.083261	0.034091	0.015538	0.009439	1.985915	1.991148	0.004463	460.708388	433.994476	19.372435	0.839909	0.942558	0.051686	0.070513	0.136374	0.107564	-0.089072	-0.061921	0.052866	2.553534	1.868418	0.686478	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.151062	20.256762	0.262188	240.448199	239.084320	1.083261	2.860900	2.859122	0.001342	4.031098	4.044032	0.008568	87.309288	86.753868	0.331357	4.893608	4.864873	0.062510	-3.257143	-3.268571	0.014008	0.000000	0.000000	0.000000	576.754333	576.761597	0.005469	0.002454	0.002507	0.000062	1193.706787	1588.402100	250.722641	0.653664	0.656070	0.001288
FTIR_005731.LAB	2/11/2025	10:01:23.387	20.300514	20.288395	0.244108	-0.006928	-0.007403	0.002539	13.188050	13.656230	0.304224	238.198579	239.044464	1.110163	0.036905	0.016592	0.011206	1.999279	1.992091	0.005108	476.990860	438.779053	23.508549	0.847722	0.928493	0.056726	0.104264	0.131349	0.107796	-0.033278	-0.055247	0.051723	1.541236	1.862990	0.689085	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.300514	20.288395	0.244108	238.198579	239.044464	1.110163	2.861419	2.859540	0.001342	4.028726	4.041213	0.008495	86.909706	86.777847	0.333279	4.935153	4.874567	0.065368	-3.276923	-3.267692	0.013056	0.000000	0.000000	0.000000	576.751770	576.759888	0.005460	0.002493	0.002500	0.000060	1221.492432	1530.922607	263.338470	0.654306	0.655705	0.001210
FTIR_005732.LAB	2/11/2025	10:01:36.193	19.973941	20.300894	0.221227	-0.010741	-0.007498	0.002653	13.287978	13.601381	0.317282	238.658147	238.993286	1.115518	0.009178	0.015759	0.011437	1.990150	1.992440	0.004807	449.470335	441.001526	23.347075	0.915391	0.923675	0.055447	0.107762	0.118013	0.100724	-0.028019	-0.053839	0.052309	1.112350	1.773536	0.725434	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	19.973941	20.300894	0.221227	238.658147	238.993286	1.115518	2.861769	2.859977	0.001276	4.026089	4.038427	0.008424	86.709915	86.821800	0.284300	4.910918	4.880799	0.065587	-3.265934	-3.265055	0.009785	0.000000	0.000000	0.000000	576.751587	576.758301	0.005399	0.002499	0.002488	0.000041	1226.093872	1513.138916	278.439178	0.653623	0.655311	0.001178
FTIR_005733.LAB	2/11/2025	10:01:49.024	20.148854	20.279705	0.224973	-0.009853	-0.007720	0.002757	13.556495	13.576162	0.308886	238.692055	238.832977	1.018608	0.030327	0.018437	0.011395	1.994583	1.992316	0.004725	449.115445	446.801697	15.442946	0.959828	0.923228	0.055099	0.198916	0.125378	0.103954	-0.048307	-0.048454	0.049476	1.765476	1.789536	0.723076	191.035324	191.035309	0.000016	1.002598	1.002599	0.000000	20.148854	20.279705	0.224973	238.692055	238.832977	1.018608	2.861928	2.860385	0.001167	4.023225	4.035651	0.008400	86.909706	86.837784	0.284300	4.994008	4.906072	0.053415	-3.283516	-3.266154	0.011228	0.000000	0.000000	0.000000	576.749268	576.756653	0.005302	0.002293	0.002471	0.000074	1826.965088	1569.145752	279.729950	0.653169	0.654945	0.001222
