Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000010.LAB	10/22/2024	06:28:29.406	30.059743	61.367481	139.336670	-0.009216	-0.003403	0.004180	0.117318	0.360190	0.609250	2.088504	2.676664	7.649017	0.010103	0.013662	0.011201	1.330237	0.607844	0.603182	1709.882520	1106.676025	996.215637	0.878038	0.516659	0.470713	0.232388	0.024942	0.215937	0.365094	0.200239	0.210635	1.861793	12.391014	35.945095	191.003540	191.018585	0.036154	1.003241	1.004012	0.002438	30.059743	61.367481	139.336670	2.088504	2.676664	7.649017	3.643078	3.981160	0.315560	3.973848	4.093233	0.112122	86.470161	86.034607	0.341380	4.924767	4.894647	0.052607	-3.323077	-3.325055	0.014741	0.000000	0.000000	0.000000	559.664185	559.672791	0.007546	0.001608	0.001726	0.000088	1767.933960	NaN	NaN	0.683623	0.683950	0.000478
FTIR_000011.LAB	10/22/2024	06:28:42.245	30.290346	18.786863	13.968613	-0.007477	-0.004453	0.003675	-0.000235	0.378081	0.594091	3.010121	4.339042	5.095409	0.005283	0.012401	0.011380	1.408126	0.749046	0.609309	1646.318957	1271.567505	926.213745	0.873038	0.614521	0.426641	0.182845	0.047188	0.219969	0.395544	0.238158	0.207967	1.955488	1.121545	1.075059	191.003540	191.014709	0.035408	1.003241	1.003241	0.000000	30.290346	18.786863	13.968613	3.010121	4.339042	5.095409	3.634123	3.913645	0.309730	3.969626	4.067358	0.107219	86.270370	86.086563	0.332827	4.900532	4.902263	0.046455	-3.331868	-3.328791	0.010162	0.000000	0.000000	0.000000	559.662720	559.670898	0.007471	0.001652	0.001712	0.000087	1763.916626	1461.663452	267.616119	0.683572	0.683864	0.000458
FTIR_000012.LAB	10/22/2024	06:28:55.072	30.068059	21.725933	12.775970	-0.005027	-0.004911	0.003395	0.142539	0.382317	0.592037	3.149111	4.781122	4.733452	0.001023	0.012045	0.011703	1.441376	0.893684	0.581457	1602.804928	1431.772095	813.699219	0.790744	0.691506	0.373808	0.415028	0.099209	0.240486	0.286380	0.266148	0.191506	1.996858	1.340517	0.997818	191.073959	191.019623	0.040071	1.003241	1.003241	0.000000	30.068059	21.725933	12.775970	3.149111	4.781122	4.733452	3.627381	3.843121	0.282856	3.966525	4.042590	0.097713	86.310333	86.170471	0.257758	4.949001	4.901570	0.045611	-3.325275	-3.330110	0.008468	0.000000	0.000000	0.000000	559.661560	559.668762	0.006607	0.001638	0.001694	0.000082	1336.838379	1456.280029	269.735870	0.683427	0.683774	0.000445
FTIR_000013.LAB	10/22/2024	06:29:07.905	30.799213	24.852356	10.334249	-0.005830	-0.005634	0.002571	0.267685	0.393842	0.588174	3.976057	5.232779	4.370844	0.013018	0.011759	0.011634	1.439680	1.037507	0.509685	1502.776349	1581.819580	640.787109	0.822648	0.778066	0.270891	0.243423	0.120695	0.243058	0.372183	0.302480	0.170593	2.391455	1.515207	1.015202	191.082474	191.029434	0.042431	1.003241	1.003241	0.000000	30.799213	24.852356	10.334249	3.976057	5.232779	4.370844	3.622102	3.772098	0.230735	3.964083	4.017705	0.079502	86.390244	86.190453	0.267054	4.841677	4.896031	0.049422	-3.329670	-3.330769	0.008108	0.000000	0.000000	0.000000	559.663086	559.666870	0.005091	0.001734	0.001689	0.000076	1522.409302	1420.282959	227.222122	0.683092	0.683636	0.000418
FTIR_000014.LAB	10/22/2024	06:29:20.743	30.343042	27.856451	5.757658	-0.005710	-0.006036	0.002168	-0.114598	0.313606	0.598264	3.858721	5.205481	4.379329	0.006661	0.013014	0.010093	1.437942	1.180677	0.369665	1470.584732	1725.196045	352.018250	0.742210	0.847375	0.095641	0.260790	0.154705	0.235644	0.307221	0.337677	0.119715	2.482898	1.758206	0.911856	191.017303	191.032730	0.039750	1.003241	1.003241	0.000000	30.343042	27.856451	5.757658	3.858721	5.205481	4.379329	3.618082	3.701976	0.130923	3.961998	3.993157	0.044655	85.511162	86.170479	0.310803	4.994008	4.910572	0.054993	-3.331868	-3.331868	0.007326	0.000000	0.000000	0.000000	559.662781	559.665344	0.003180	0.001668	0.001682	0.000075	1465.745972	1414.430542	224.988876	0.683200	0.683512	0.000329
FTIR_000015.LAB	10/22/2024	06:29:33.570	30.305381	29.674219	1.630188	-0.006219	-0.006393	0.001814	-0.207848	0.111362	0.303907	2.909499	3.852682	1.926990	0.008983	0.013101	0.010050	1.478183	1.299871	0.204481	1442.771074	1760.440430	294.304596	0.815949	0.863814	0.068529	0.009538	0.197651	0.138316	0.241453	0.358730	0.066429	2.204836	1.992112	0.628439	191.016251	191.035904	0.036610	1.003241	1.003241	0.000000	30.305381	29.674219	1.630188	2.909499	3.852682	1.926990	3.614683	3.659235	0.055712	3.960567	3.978447	0.020371	86.430206	86.210434	0.316460	4.935153	4.918189	0.052262	-3.329670	-3.330769	0.006654	0.000000	0.000000	0.000000	559.663574	559.664673	0.002721	0.001580	0.001654	0.000051	1306.213501	1397.323853	226.179504	0.683245	0.683488	0.000340
FTIR_000016.LAB	10/22/2024	06:29:46.429	29.276949	30.089025	0.433937	-0.008735	-0.006908	0.001651	0.070219	0.035658	0.170977	2.237155	3.177430	0.751387	0.013162	0.012569	0.009872	1.500612	1.367433	0.127124	1062.371688	1651.260132	332.098755	0.931362	0.865442	0.070059	-0.147445	0.182665	0.166970	0.349400	0.360803	0.065706	2.090439	2.153736	0.333133	191.016251	191.039078	0.032834	1.003241	1.003241	0.000000	29.276949	30.089025	0.433937	2.237155	3.177430	0.751387	3.611929	3.640966	0.030746	3.958501	3.971667	0.012396	86.230415	86.246407	0.293149	5.056324	4.929614	0.068140	-3.340659	-3.332308	0.007012	0.000000	0.000000	0.000000	559.664551	559.664062	0.001793	0.001656	0.001653	0.000050	1315.174438	1403.315918	222.765488	0.682980	0.683366	0.000269
FTIR_000017.LAB	10/22/2024	06:29:59.241	29.244573	30.020895	0.509332	-0.007737	-0.006813	0.001563	0.035142	0.010472	0.146660	2.103344	2.970086	0.730774	0.026387	0.014436	0.010592	1.509625	1.409747	0.087449	1062.743591	1527.865112	292.519928	0.786085	0.849504	0.067929	-0.063826	0.157212	0.184128	0.220723	0.340852	0.075252	1.770290	2.078446	0.325345	191.034271	191.035736	0.031266	1.003241	1.003241	0.000000	29.244573	30.020895	0.509332	2.103344	2.970086	0.730774	3.609303	3.631073	0.021100	3.957850	3.967727	0.009212	85.750908	86.214432	0.329614	4.900532	4.930306	0.067767	-3.334066	-3.331209	0.005487	0.000000	0.000000	0.000000	559.664368	559.664062	0.001759	0.001590	0.001645	0.000054	1394.436768	1421.884033	212.236191	0.683245	0.683354	0.000271
FTIR_000018.LAB	10/22/2024	06:30:12.068	29.520261	29.943920	0.522145	-0.009861	-0.007339	0.001619	0.262853	0.052195	0.153731	0.735796	2.661608	0.950053	-0.008856	0.010831	0.011829	1.523659	1.436805	0.074488	1059.828216	1437.170288	281.715302	0.873222	0.845602	0.064981	-0.242562	0.096341	0.206623	0.244724	0.322496	0.073932	1.575918	2.084682	0.313703	191.028961	191.030640	0.027163	1.003241	1.003241	0.000000	29.520261	29.943920	0.522145	0.735796	2.661608	0.950053	3.606753	3.624308	0.015857	3.955958	3.964748	0.007371	86.190453	86.178467	0.307821	4.949001	4.942077	0.058206	-3.351648	-3.333627	0.008275	0.000000	0.000000	0.000000	559.662964	559.663513	0.001121	0.001624	0.001647	0.000052	1345.040894	1438.458740	197.119415	0.682755	0.683242	0.000263
FTIR_000019.LAB	10/22/2024	06:30:24.901	29.086352	29.899393	0.577286	-0.005128	-0.007094	0.001758	0.311085	0.088416	0.168631	2.408651	2.647696	0.952919	0.004581	0.008035	0.009122	1.524524	1.459396	0.060947	1053.663708	1361.374756	271.556396	0.893764	0.840706	0.058357	-0.027541	0.086264	0.210300	0.213137	0.299586	0.067959	1.952429	2.028240	0.275793	191.028961	191.030548	0.027168	1.003241	1.003241	0.000000	29.086352	29.899393	0.577286	2.408651	2.647696	0.952919	3.605066	3.619250	0.012451	3.955411	3.962436	0.006082	85.870789	86.142502	0.321770	5.032090	4.948308	0.064497	-3.331868	-3.332967	0.008108	0.000000	0.000000	0.000000	559.662415	559.663269	0.000949	0.001597	0.001635	0.000046	1376.353638	1459.406372	174.934082	0.683197	0.683234	0.000263
FTIR_000020.LAB	10/22/2024	06:30:37.742	28.959484	29.789364	0.644291	-0.007773	-0.006950	0.001618	0.064079	0.083092	0.168457	2.411882	2.680034	0.937191	0.021753	0.009200	0.010107	1.534720	1.479845	0.045019	988.164841	1289.202881	264.454559	0.778284	0.830731	0.059775	-0.098425	0.053182	0.210779	0.229226	0.285999	0.066982	2.227906	2.064852	0.275543	191.028961	191.033081	0.025498	1.003241	1.003241	0.000000	28.959484	29.789364	0.644291	2.411882	2.680034	0.937191	3.603380	3.615280	0.010121	3.954176	3.960469	0.005080	86.150497	86.110542	0.300796	4.928228	4.948654	0.064366	-3.347253	-3.335385	0.008430	0.000000	0.000000	0.000000	559.664612	559.663269	0.001004	0.001551	0.001629	0.000053	1694.737671	1452.086670	161.614487	0.683016	0.683173	0.000231
FTIR_000021.LAB	10/22/2024	06:30:50.569	29.313749	29.691706	0.633846	-0.010159	-0.007218	0.001911	0.056548	0.088770	0.166279	2.201611	2.599183	0.940420	0.019026	0.010574	0.010444	1.547532	1.493785	0.041813	1003.380280	1224.908936	245.459076	0.698930	0.813320	0.070481	-0.114980	0.023400	0.211462	0.225703	0.269015	0.056892	2.076961	2.076999	0.272850	190.981522	191.030884	0.029038	1.003241	1.003241	0.000000	29.313749	29.691706	0.633846	2.201611	2.599183	0.940420	3.601484	3.612016	0.008502	3.953648	3.958871	0.004338	85.870789	86.070572	0.303731	4.959387	4.954540	0.062129	-3.327472	-3.334945	0.008742	0.000000	0.000000	0.000000	559.660950	559.663147	0.001240	0.001520	0.001616	0.000062	1586.601440	1434.355225	130.292587	0.683117	0.683127	0.000183
FTIR_000022.LAB	10/22/2024	06:31:03.402	29.847609	29.669659	0.623044	-0.005395	-0.007255	0.001867	0.230266	0.097543	0.171658	3.219397	2.606211	0.945237	0.007755	0.011247	0.009966	1.552318	1.504879	0.041074	985.169007	1163.145264	215.709152	0.794351	0.813681	0.070362	0.053961	-0.012707	0.162265	0.258986	0.266276	0.056621	1.664550	2.043768	0.302338	191.032150	191.026703	0.024857	1.003241	1.003241	0.000000	29.847609	29.669659	0.623044	3.219397	2.606211	0.945237	3.600136	3.609292	0.007314	3.952538	3.957473	0.003820	86.110535	86.050598	0.292574	4.955925	4.955233	0.062099	-3.338462	-3.336264	0.008092	0.000000	0.000000	0.000000	559.664551	559.663452	0.001191	0.001597	0.001612	0.000062	1525.754395	1453.246704	128.262222	0.682387	0.683023	0.000269
FTIR_000023.LAB	10/22/2024	06:31:16.239	29.095751	29.499317	0.500773	-0.003948	-0.007067	0.002107	-0.021571	0.068618	0.164003	1.653809	2.373986	0.851963	0.009132	0.010858	0.009965	1.545931	1.515505	0.035729	970.198727	1109.887451	186.276138	0.796929	0.811109	0.070467	-0.146418	-0.051691	0.139064	0.240802	0.253138	0.042896	2.275836	2.032206	0.289503	191.048035	191.023270	0.017599	1.003241	1.003241	0.000000	29.095751	29.499317	0.500773	1.653809	2.373986	0.851963	3.598724	3.606954	0.006449	3.952599	3.956324	0.003304	86.629997	86.074577	0.330822	5.004394	4.971504	0.048968	-3.314286	-3.334725	0.010568	0.000000	0.000000	0.000000	559.665100	559.663574	0.001299	0.001617	0.001600	0.000045	1846.265747	1485.632446	178.653275	0.682734	0.682988	0.000282
FTIR_000024.LAB	10/22/2024	06:31:29.066	29.421402	29.407154	0.403624	-0.008758	-0.007371	0.002109	0.184602	0.098538	0.153842	2.299290	2.218043	0.674169	0.024422	0.012634	0.010690	1.564566	1.528167	0.026409	958.329422	1058.661987	140.994919	0.698270	0.806715	0.076364	-0.037753	-0.081545	0.086722	0.241203	0.246536	0.038502	1.745681	1.958484	0.253625	191.046448	191.026169	0.018869	1.003241	1.003241	0.000000	29.421402	29.407154	0.403624	2.299290	2.218043	0.674169	3.597512	3.604897	0.005748	3.951662	3.955290	0.002927	86.030617	86.126526	0.267188	4.973235	4.969427	0.048344	-3.329670	-3.334506	0.010657	0.000000	0.000000	0.000000	559.661011	559.663391	0.001522	0.001657	0.001599	0.000043	2142.677246	1553.325562	273.402802	0.682978	0.682965	0.000272
FTIR_000025.LAB	10/22/2024	06:31:41.899	28.790013	29.255611	0.300115	-0.002315	-0.006981	0.002640	0.225867	0.141909	0.113791	2.842040	2.211297	0.666778	0.006083	0.012344	0.010838	1.565955	1.536944	0.022201	957.177052	1010.102661	44.839676	0.768796	0.801999	0.077182	-0.119638	-0.094463	0.081085	0.191261	0.241517	0.042321	1.700259	1.908027	0.249324	190.969620	191.021500	0.026007	1.003241	1.003241	0.000000	28.790013	29.255611	0.300115	2.842040	2.211297	0.666778	3.596420	3.603071	0.005165	3.951832	3.954417	0.002440	85.990662	86.082565	0.247076	4.810519	4.956964	0.069568	-3.312088	-3.332747	0.012782	0.000000	0.000000	0.000000	559.665161	559.663574	0.001621	0.001584	0.001599	0.000043	1371.829468	1559.887207	267.537659	0.683016	0.682943	0.000255
FTIR_000026.LAB	10/22/2024	06:31:54.737	29.491807	29.277103	0.309361	-0.006859	-0.006793	0.002568	-0.105143	0.124373	0.137176	2.144013	2.201983	0.667027	0.019960	0.013024	0.011105	1.562392	1.543122	0.019384	987.071185	1002.572632	41.267078	0.719517	0.780815	0.065992	-0.084178	-0.088136	0.078931	0.102709	0.216847	0.044300	2.079371	1.906920	0.248447	190.971252	191.017014	0.030521	1.003241	1.003241	0.000000	29.491807	29.277103	0.309361	2.144013	2.201983	0.667027	3.595076	3.601386	0.004680	3.950915	3.953659	0.002196	85.271408	85.986671	0.348579	4.942077	4.945539	0.060186	-3.340659	-3.332747	0.012782	0.000000	0.000000	0.000000	559.665344	559.663635	0.001692	0.001580	0.001592	0.000038	1099.406372	1538.310303	296.589935	0.682133	0.682858	0.000360
FTIR_000027.LAB	10/22/2024	06:32:07.563	29.107517	29.263393	0.313964	-0.007293	-0.006749	0.002553	-0.038578	0.117001	0.144300	2.125550	2.204204	0.666699	0.019632	0.012349	0.010384	1.575818	1.549742	0.017921	930.246846	989.322937	41.071327	0.729082	0.775115	0.067920	-0.046652	-0.086419	0.079702	0.205862	0.215361	0.044405	1.989759	1.928867	0.244702	191.060226	191.019623	0.033142	1.003241	1.003241	0.000000	29.107517	29.263393	0.313964	2.125550	2.204204	0.666699	3.593965	3.599851	0.004295	3.950988	3.952973	0.001773	85.950706	86.006645	0.339163	4.924767	4.947963	0.058641	-3.327472	-3.332088	0.012876	0.000000	0.000000	0.000000	559.662903	559.663513	0.001686	0.001545	0.001587	0.000041	1474.451782	1546.311890	293.338715	0.682131	0.682746	0.000398
FTIR_000028.LAB	10/22/2024	06:32:20.395	28.555158	29.166882	0.369630	-0.006446	-0.006407	0.002307	0.019283	0.092644	0.137334	3.066838	2.437308	0.476671	0.023026	0.015537	0.007697	1.597242	1.557100	0.020884	953.330325	978.673157	33.947632	0.705988	0.758391	0.061350	0.082584	-0.053904	0.075115	0.208053	0.211694	0.043209	1.755361	1.946811	0.221416	191.046448	191.021362	0.034137	1.003241	1.003241	0.000000	28.555158	29.166882	0.369630	3.066838	2.437308	0.476671	3.593450	3.598521	0.003967	3.950572	3.952434	0.001572	85.271408	85.914749	0.402438	4.924767	4.945539	0.059092	-3.356044	-3.332528	0.013668	0.000000	0.000000	0.000000	559.666077	559.663818	0.001855	0.001634	0.001588	0.000042	1148.494385	1526.657227	314.168060	0.682790	0.682750	0.000398
FTIR_000029.LAB	10/22/2024	06:32:33.236	28.827061	29.140955	0.384694	-0.005746	-0.006469	0.002277	0.015398	0.063075	0.115110	1.315485	2.327991	0.594708	0.009559	0.016035	0.007043	1.598568	1.564504	0.021175	912.665112	964.573242	28.121546	0.643560	0.733371	0.049972	-0.003449	-0.051495	0.076430	0.200893	0.210470	0.043337	1.448855	1.896454	0.271579	190.984467	191.016937	0.035891	1.003241	1.003241	0.000000	28.827061	29.140955	0.384694	1.315485	2.327991	0.594708	3.592756	3.597290	0.003604	3.951041	3.951997	0.001220	86.629997	85.990662	0.460631	4.897070	4.932036	0.052134	-3.340659	-3.333407	0.013902	0.000000	0.000000	0.000000	559.666138	559.664185	0.001916	0.001532	0.001582	0.000045	1650.206177	1554.042480	311.535217	0.683056	0.682736	0.000383
