Spectrum	Date	Time	CH4 (PF) 191c	CH4 (PF) 191c average	CH4 (PF) 191c stdev	CH4 high%	CH4 high% average	CH4 high% stdev	CO ppm 191C (1of2)	CO ppm 191C (1of2) average	CO ppm 191C (1of2) stdev	CO2 ppm 191c	CO2 ppm 191c average	CO2 ppm 191c stdev	CO2% 191c	CO2% 191c average	CO2% 191c stdev	H2O% 191C	H2O% 191C average	H2O% 191C stdev	H2O ppm 191c	H2O ppm 191c average	H2O ppm 191c stdev	HCL 191C	HCL 191C average	HCL 191C stdev	Formaldehyde 191c	Formaldehyde 191c average	Formaldehyde 191c stdev	Formic acid 191C	Formic acid 191C average	Formic acid 191C stdev	Methyl chloride 191c	Methyl chloride 191c average	Methyl chloride 191c stdev	Temp (C)	Temp (C) average	Temp (C) stdev	Pressure (Atm)	Pressure (Atm) average	Pressure (Atm) stdev	CH4 autorange	CH4 autorange average	CH4 autorange stdev	CO2 autorange	CO2 autorange average	CO2 autorange stdev	Igram DC	Igram DC average	Igram DC stdev	Igram PP	Igram PP average	Igram PP stdev	phase Angle	phase Angle average	phase Angle stdev	laser PP	laser PP average	laser PP stdev	laser DC	laser DC average	laser DC stdev	Bad Scan counter	Bad Scan counter average	Bad Scan counter stdev	Centerburst Location	Centerburst Location average	Centerburst Location stdev	Linearizer Check	Linearizer Check average	Linearizer Check stdev	SNR 2500	SNR 2500 average	SNR 2500 stdev	sBeam @ 2500	sBeam @ 2500 average	sBeam @ 2500 stdev	
FTIR_000014.LAB	10/2/2024	16:50:59.026	0.075038	-0.242910	0.226768	-0.008993	-0.005834	0.001786	0.116559	0.012649	0.065484	1.487938	1.916716	0.557264	0.013760	0.004323	0.012035	1.504894	1.475471	0.017627	991.750848	985.513306	20.085890	0.738824	0.798146	0.078079	0.038414	-0.101792	0.092127	-0.022977	0.025776	0.060546	1.426129	0.572969	0.702924	190.984467	191.020782	0.035318	0.991676	0.991676	0.000000	0.075038	-0.242910	0.226768	1.487938	1.916716	0.557264	3.679696	3.680926	0.001832	4.107470	4.111547	0.003009	85.710953	85.483185	0.408390	4.834753	4.866950	0.066834	-3.305495	-3.293626	0.006810	0.000000	0.000000	0.000000	579.709778	579.710327	0.001382	0.002399	0.002383	0.000045	1457.608398	1386.290649	161.034164	0.711203	0.711682	0.000441
FTIR_000015.LAB	10/2/2024	16:51:11.859	0.064411	-0.204866	0.244368	-0.005782	-0.005595	0.001588	0.031784	0.022929	0.058598	1.414629	1.858286	0.577935	0.010100	0.006521	0.010679	1.515360	1.481695	0.019721	958.648414	978.437805	14.628223	0.719341	0.785121	0.079396	0.005891	-0.103864	0.089102	-0.011606	0.019226	0.060708	0.241668	0.577750	0.700216	190.984467	191.013763	0.034837	0.991676	0.991676	0.000000	0.064411	-0.204866	0.244368	1.414629	1.858286	0.577935	3.680227	3.680425	0.001033	4.106925	4.110541	0.002650	84.911781	85.455215	0.439018	4.772436	4.861757	0.072304	-3.305495	-3.295604	0.007122	0.000000	0.000000	0.000000	579.707825	579.710083	0.001555	0.002388	0.002381	0.000044	1988.034790	1446.188843	249.354355	0.711120	0.711529	0.000317
FTIR_000016.LAB	10/2/2024	16:51:24.694	-0.003194	-0.142081	0.199181	-0.004943	-0.005338	0.001445	-0.003643	0.021550	0.059093	2.755296	1.947272	0.643901	-0.003509	0.007694	0.008428	1.510118	1.485074	0.021513	986.230098	976.269165	10.906349	0.735903	0.774851	0.078345	-0.225412	-0.118850	0.096136	0.003105	0.009908	0.054389	0.671656	0.573239	0.699366	190.982346	191.006561	0.032896	0.991676	0.991676	0.000000	-0.003194	-0.142081	0.199181	2.755296	1.947272	0.643901	3.680450	3.680167	0.000487	4.106247	4.109630	0.002360	85.910744	85.467209	0.450683	4.990545	4.875951	0.082630	-3.294506	-3.295604	0.007122	0.000000	0.000000	0.000000	579.707397	579.709656	0.001716	0.002451	0.002390	0.000048	1640.254639	1457.542725	255.926697	0.710991	0.711462	0.000354
FTIR_000017.LAB	10/2/2024	16:51:37.537	-0.048076	-0.114787	0.190446	-0.005913	-0.005346	0.001448	0.151484	0.028072	0.069680	3.158705	2.126333	0.710474	0.007263	0.006683	0.007714	1.521915	1.491371	0.022220	957.118139	975.486206	12.032354	0.874598	0.777739	0.081707	-0.037848	-0.105922	0.097604	-0.026972	0.002511	0.053811	0.170685	0.420468	0.583542	190.962204	190.997345	0.030854	0.991676	0.991676	0.000000	-0.048076	-0.114787	0.190446	3.158705	2.126333	0.710474	3.680538	3.680086	0.000300	4.105823	4.108857	0.002194	86.030617	85.579094	0.436119	4.803595	4.857603	0.075254	-3.290110	-3.294725	0.007212	0.000000	0.000000	0.000000	579.707764	579.709167	0.001369	0.002383	0.002392	0.000048	1674.555542	1506.511963	244.551163	0.711146	0.711425	0.000367
FTIR_000018.LAB	10/2/2024	16:51:50.368	-0.124040	-0.076731	0.133366	-0.007967	-0.005590	0.001671	0.149996	0.037707	0.079569	2.585511	2.210453	0.710016	-0.000021	0.005565	0.007803	1.511133	1.495638	0.021415	990.270011	976.382629	12.822096	0.645104	0.773307	0.087990	-0.087171	-0.107320	0.097182	-0.052844	0.002241	0.054110	1.018098	0.516606	0.596016	190.907181	190.982635	0.035392	0.991676	0.991676	0.000000	-0.124040	-0.076731	0.133366	2.585511	2.210453	0.710016	3.680449	3.680102	0.000315	4.105502	4.108176	0.002055	86.030617	85.607071	0.456840	5.007855	4.875606	0.087824	-3.290110	-3.293846	0.007182	0.000000	0.000000	0.000000	579.708740	579.708984	0.001350	0.002334	0.002394	0.000044	1819.557739	1568.471558	236.615677	0.711111	0.711375	0.000373
FTIR_000019.LAB	10/2/2024	16:52:03.236	0.438766	-0.037015	0.209771	-0.008632	-0.005932	0.001917	0.125495	0.045511	0.084316	0.945218	2.181279	0.758780	0.020090	0.006928	0.009065	1.526096	1.501599	0.020682	1009.861452	980.242187	16.415913	0.727826	0.769417	0.089165	0.017619	-0.093190	0.104533	-0.014066	0.008159	0.047806	0.205307	0.474109	0.602129	190.901810	190.967575	0.034459	0.991676	0.991676	0.000000	0.438766	-0.037015	0.209771	0.945218	2.181279	0.758780	3.680361	3.680139	0.000322	4.104606	4.107554	0.002104	85.910744	85.599083	0.450032	4.734354	4.870412	0.094939	-3.296703	-3.294725	0.006907	0.000000	0.000000	0.000000	579.706848	579.708679	0.001406	0.002420	0.002401	0.000041	1678.531982	1614.136475	204.129303	0.710607	0.711270	0.000428
FTIR_000020.LAB	10/2/2024	16:52:16.051	-0.132136	-0.025817	0.200261	-0.009360	-0.006435	0.002101	0.011194	0.046604	0.083733	1.481763	2.166880	0.771749	0.007852	0.006482	0.008879	1.527788	1.508016	0.017261	1003.565068	983.962585	17.121159	0.743370	0.753042	0.074974	-0.299227	-0.117820	0.121614	0.001715	0.006985	0.047805	0.589064	0.493666	0.602396	190.901810	190.957779	0.038020	0.991676	0.991676	0.000000	-0.132136	-0.025817	0.200261	1.481763	2.166880	0.771749	3.680485	3.680166	0.000340	4.103512	4.106816	0.002098	85.750908	85.631042	0.448136	4.824367	4.860718	0.094111	-3.305495	-3.296703	0.006872	0.000000	0.000000	0.000000	579.706421	579.708130	0.001105	0.002407	0.002394	0.000030	2107.952881	1678.225586	248.589020	0.710821	0.711140	0.000327
FTIR_000021.LAB	10/2/2024	16:52:28.880	-0.342495	-0.049865	0.223516	-0.006587	-0.006707	0.001897	0.018430	0.046978	0.083583	2.369207	2.139599	0.757782	-0.001399	0.007292	0.007524	1.540349	1.514727	0.015154	1000.558164	985.915222	17.847811	0.664251	0.750234	0.077967	-0.103928	-0.105236	0.115076	-0.023905	-0.005268	0.035938	0.017891	0.437465	0.619432	190.901810	190.949524	0.040476	0.991676	0.991676	0.000000	-0.342495	-0.049865	0.223516	2.369207	2.139599	0.757782	3.680707	3.680260	0.000347	4.102670	4.106081	0.002138	84.791908	85.515160	0.502781	4.782822	4.858641	0.095727	-3.309890	-3.298901	0.007252	0.000000	0.000000	0.000000	579.705200	579.707703	0.001350	0.002468	0.002402	0.000038	1220.168823	1668.320557	265.856781	0.710361	0.710991	0.000305
FTIR_000022.LAB	10/2/2024	16:52:41.717	0.093329	-0.007227	0.203242	-0.004671	-0.006732	0.001865	0.021861	0.055375	0.075204	2.841570	2.127298	0.743771	0.007573	0.006656	0.007161	1.534602	1.519525	0.012656	982.143452	986.722656	17.430134	0.659531	0.727486	0.065875	-0.160908	-0.107085	0.115886	-0.025190	-0.009040	0.035842	0.802132	0.433268	0.616506	190.901810	190.941254	0.040979	0.991676	0.991676	0.000000	0.093329	-0.007227	0.203242	2.841570	2.127298	0.743771	3.680272	3.680309	0.000303	4.102000	4.105341	0.002142	84.871826	85.487190	0.532178	4.980159	4.868335	0.103116	-3.307692	-3.300439	0.007330	0.000000	0.000000	0.000000	579.706604	579.707397	0.001289	0.002412	0.002404	0.000038	1825.219971	1710.636963	252.087311	0.710699	0.710929	0.000294
FTIR_000023.LAB	10/2/2024	16:52:54.560	-0.714985	-0.069338	0.303059	-0.006859	-0.006971	0.001688	0.076618	0.069978	0.061145	1.326253	2.036609	0.783651	0.004597	0.006631	0.007168	1.544750	1.523700	0.013460	978.185374	985.833130	17.635603	0.692258	0.720101	0.065200	-0.122141	-0.097471	0.109445	-0.020553	-0.019329	0.015935	-0.191341	0.495129	0.497437	190.901810	190.932999	0.039604	0.991676	0.991676	0.000000	-0.714985	-0.069338	0.303059	1.326253	2.036609	0.783651	3.679707	3.680289	0.000338	4.100850	4.104560	0.002221	85.111572	85.503166	0.516479	4.962849	4.869373	0.104105	-3.301099	-3.300659	0.007311	0.000000	0.000000	0.000000	579.705078	579.707153	0.001466	0.002297	0.002396	0.000051	1713.312012	1712.519775	252.023560	0.710602	0.710866	0.000289
FTIR_000024.LAB	10/2/2024	16:53:07.392	-0.139159	-0.090758	0.299267	-0.005383	-0.006610	0.001590	0.129358	0.071258	0.062351	1.576834	2.045499	0.777213	0.015777	0.006832	0.007415	1.544961	1.527707	0.013200	985.844142	985.242371	17.513872	0.688092	0.715027	0.065554	-0.047429	-0.106055	0.100613	0.022283	-0.014803	0.020544	-0.387266	0.313789	0.448456	190.901810	190.924713	0.036136	0.991676	0.991676	0.000000	-0.139159	-0.090758	0.299267	1.576834	2.045499	0.777213	3.679414	3.680261	0.000399	4.099964	4.103810	0.002390	85.311371	85.463211	0.514069	4.990545	4.884953	0.109847	-3.296703	-3.299780	0.007193	0.000000	0.000000	0.000000	579.705811	579.706726	0.001192	0.002389	0.002395	0.000051	1940.833740	1760.842163	243.912506	0.710357	0.710782	0.000303
FTIR_000025.LAB	10/2/2024	16:53:20.229	-0.422807	-0.139480	0.310642	-0.010146	-0.007046	0.001906	-0.035061	0.064573	0.070149	3.231616	2.227197	0.824303	0.003954	0.006218	0.007369	1.554976	1.531669	0.014916	983.699534	987.747437	14.881033	0.707286	0.713822	0.065577	-0.068088	-0.113453	0.093967	0.020880	-0.011555	0.023467	1.584510	0.448073	0.599928	190.901810	190.916458	0.029855	0.991676	0.991676	0.000000	-0.422807	-0.139480	0.310642	3.231616	2.227197	0.824303	3.679396	3.680177	0.000484	4.099463	4.103064	0.002473	85.311371	85.503174	0.480904	4.952463	4.902955	0.103952	-3.290110	-3.298242	0.007475	0.000000	0.000000	0.000000	579.706360	579.706604	0.001136	0.002368	0.002393	0.000051	1888.764160	1750.915039	235.514069	0.710414	0.710711	0.000298
FTIR_000026.LAB	10/2/2024	16:53:33.073	0.099361	-0.129224	0.317263	-0.008498	-0.007402	0.001798	-0.034774	0.061460	0.074092	1.342454	2.085913	0.844561	0.020636	0.008632	0.007772	1.566986	1.537356	0.016539	973.204518	986.444946	15.582170	0.666374	0.706869	0.066652	-0.015802	-0.092492	0.089490	-0.000344	-0.011900	0.023252	1.439614	0.524869	0.676051	190.901810	190.908401	0.018985	0.991676	0.991676	0.000000	0.099361	-0.129224	0.317263	1.342454	2.085913	0.844561	3.678965	3.680028	0.000604	4.098792	4.102318	0.002529	85.311371	85.443237	0.461418	4.959387	4.899840	0.101472	-3.294506	-3.298241	0.007475	0.000000	0.000000	0.000000	579.705200	579.706421	0.001181	0.002513	0.002399	0.000062	1727.937500	1759.683350	232.549957	0.710560	0.710668	0.000284
FTIR_000027.LAB	10/2/2024	16:53:45.903	-0.143715	-0.138788	0.315984	-0.009588	-0.007769	0.001835	-0.056877	0.040624	0.075251	1.212907	1.891333	0.792478	0.003301	0.008236	0.007949	1.566721	1.541836	0.017904	966.806516	987.413879	13.749572	0.598049	0.679214	0.042221	0.007690	-0.087939	0.093642	-0.049775	-0.014180	0.025865	0.895818	0.597383	0.672721	190.901810	190.902374	0.001699	0.991676	0.991676	0.000000	-0.143715	-0.138788	0.315984	1.212907	1.891333	0.792478	3.678198	3.679795	0.000805	4.097873	4.101523	0.002555	85.111572	85.351334	0.421198	4.737816	4.893262	0.110164	-3.301099	-3.299341	0.006935	0.000000	0.000000	0.000000	579.704895	579.706116	0.001162	0.002364	0.002397	0.000063	1762.641479	1768.491943	230.627487	0.710026	0.710556	0.000295
FTIR_000028.LAB	10/2/2024	16:53:58.774	-0.050103	-0.131394	0.317230	-0.009389	-0.007911	0.001906	0.035678	0.029192	0.064739	-1.313509	1.501431	1.243699	0.011118	0.009350	0.007427	1.579576	1.548681	0.017945	947.251144	983.111938	18.622793	0.711471	0.685851	0.041473	-0.058005	-0.085022	0.094122	-0.005545	-0.009450	0.022053	-0.187388	0.476834	0.696541	190.901810	190.901825	0.000016	0.991676	0.991676	0.000000	-0.050103	-0.131394	0.317230	-1.313509	1.501431	1.243699	3.677641	3.679514	0.001014	4.097098	4.100683	0.002482	85.591080	85.307373	0.361078	4.803595	4.872836	0.105389	-3.309890	-3.301319	0.006829	0.000000	0.000000	0.000000	579.705139	579.705750	0.000739	0.002466	0.002410	0.000062	1620.624756	1748.598633	234.284012	0.710226	0.710467	0.000237
FTIR_000029.LAB	10/2/2024	16:54:11.612	-0.609693	-0.236240	0.278782	-0.005611	-0.007609	0.002016	0.080617	0.024704	0.058584	1.534995	1.560409	1.228280	0.002564	0.007597	0.006636	1.563440	1.552415	0.016555	941.795622	976.305359	20.136984	0.721926	0.685261	0.040847	-0.056333	-0.092417	0.087858	0.013715	-0.006672	0.023131	0.108341	0.467137	0.701399	190.901810	190.901825	0.000016	0.991676	0.991676	0.000000	-0.609693	-0.236240	0.278782	1.534995	1.560409	1.228280	3.677198	3.679199	0.001198	4.096105	4.099833	0.002444	85.591080	85.275406	0.312625	5.025166	4.901917	0.103027	-3.309890	-3.302638	0.007107	0.000000	0.000000	0.000000	579.702576	579.705322	0.001155	0.002441	0.002413	0.000062	1389.664917	1719.712158	260.252167	0.710606	0.710467	0.000237
